character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,Weight_char1,Gravity_char1,Run Maximum Velocity_char1,Walk Maximum Velocity_char1,Maximum Horizontal Air Speed_char1,Maximum Fall Speed_char1,Dash Initial Velocity_char1,Maximum Air Acceleration_char1,Weight_char2,Gravity_char2,Run Maximum Velocity_char2,Walk Maximum Velocity_char2,Maximum Horizontal Air Speed_char2,Maximum Fall Speed_char2,Dash Initial Velocity_char2,Maximum Air Acceleration_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff,Weight_diff,Gravity_diff,Run Maximum Velocity_diff,Walk Maximum Velocity_diff,Maximum Horizontal Air Speed_diff,Maximum Fall Speed_diff,Dash Initial Velocity_diff,Maximum Air Acceleration_diff,matchup_binary
cloud,peach,17,13,30,0.5666666666666667,Cloud,Peach,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,11,-4,3,-6,-2,-9,-1,-19,2,-1.0,11.0,0.027999999999999997,0.5719999999999998,0.23099999999999998,0.1260000000000001,0.49,0.31899999999999995,-0.04999999999999999,Char1_Wins
lucina,peach,12,9,21,0.5714285714285714,Lucina,Peach,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,1,-1,4,-12,-3,-10,-2,-7,2,-3.0,1.0,0.0049999999999999906,0.369,0.6509999999999999,0.04200000000000004,0.3900000000000001,0.4289999999999998,-0.039999999999999994,Char1_Wins
cloud,wolf,39,23,62,0.6290322580645161,Cloud,Wolf,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,92.0,0.13,1.54,1.208,1.281,1.8,2.09,0.09,8,-2,1,2,0,11,0,-5,2,1.0,8.0,-0.032,0.6269999999999998,-0.052999999999999936,-0.1259999999999999,-0.1200000000000001,0.05500000000000016,-0.01999999999999999,Char1_Wins
greninja,yoshi,20,8,28,0.7142857142857143,Greninja,Yoshi,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,,,,,,,,,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-16,-2,2,-1,0,-8,3,-1,2,-4.0,,,,,,,,,Char1_Wins
lucina,yoshi,22,39,61,0.360655737704918,Lucina,Yoshi,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-14,-1,1,-1,-1,6,3,11,3,-4.0,-14.0,-0.0050000000000000044,-0.08199999999999985,0.367,-0.27300000000000013,0.29000000000000004,0.2749999999999999,-0.018000000000000002,Char2_Wins
peach,yoshi,14,7,21,0.6666666666666666,Peach,Yoshi,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-15,0,-3,11,2,16,5,18,1,-1.0,-15.0,-0.009999999999999995,-0.45099999999999985,-0.2839999999999999,-0.31500000000000017,-0.10000000000000009,-0.15399999999999991,0.021999999999999992,Char1_Wins
palutena,ryu,2,3,5,0.4,Palutena,Ryu,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,60,103,4,3,35,3,128,9,2,1,3.0,5700,6.981,53.04,5.48595,91.0,0.12,2.077,1.271,1.0,1.55,2.035,0.115,103.0,0.12,1.6,0.75,1.12,1.6,1.76,0.035,-12,1,3,-6,0,8,17,25,2,2.0,-12.0,0.0,0.47699999999999987,0.5209999999999999,-0.1200000000000001,-0.050000000000000044,0.27500000000000013,0.08,Char2_Wins
lucina,ryu,1,4,5,0.2,Lucina,Ryu,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,60,103,4,3,35,3,128,9,2,1,3.0,5700,6.981,53.04,5.48595,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,103.0,0.12,1.6,0.75,1.12,1.6,1.76,0.035,-13,2,4,-7,-2,11,7,27,4,-2.0,-13.0,-0.045,0.3639999999999999,0.825,-0.049000000000000155,-0.020000000000000018,0.4949999999999999,0.045,Char2_Wins
greninja,ryu,5,3,8,0.625,Greninja,Ryu,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,60,103,4,3,35,3,128,9,2,1,3.0,5700,6.981,53.04,5.48595,,,,,,,,,103.0,0.12,1.6,0.75,1.12,1.6,1.76,0.035,-15,1,5,-7,-1,-3,7,15,3,-2.0,,,,,,,,,Char1_Wins
king k. rool,kirby,3,5,8,0.375,King K. Rool,Kirby,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,,,,,,,,,79.0,0.064,1.727,0.977,0.84,1.23,1.9,0.095,54,2,0,-2,3,-14,9,-9,1,8.0,,,,,,,,,Char2_Wins
kirby,lucina,7,7,14,0.5,Kirby,Lucina,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,79.0,0.064,1.727,0.977,0.84,1.23,1.9,0.095,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,-11,-3,-4,3,0,5,-8,-9,-3,1.0,-11.0,-0.010999999999999996,-0.23699999999999988,-0.598,-0.23099999999999998,-0.3500000000000001,-0.355,0.015,Char1_Wins
cloud,yoshi,31,17,48,0.6458333333333334,Cloud,Yoshi,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-4,-4,0,5,0,7,4,-1,3,-2.0,-4.0,0.018000000000000002,0.121,-0.052999999999999936,-0.18900000000000006,0.3899999999999999,0.16500000000000004,-0.027999999999999997,Char1_Wins
wolf,yoshi,35,29,64,0.546875,Wolf,Yoshi,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,92.0,0.13,1.54,1.208,1.281,1.8,2.09,0.09,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-12,-2,-1,3,0,-4,4,4,1,-3.0,-12.0,0.05,-0.5059999999999998,0.0,-0.06300000000000017,0.51,0.10999999999999988,-0.008000000000000007,Char1_Wins
link,yoshi,24,18,42,0.5714285714285714,Link,Yoshi,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,104.0,0.096,1.534,1.247,0.924,1.6,1.98,0.05,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,0,-2,-2,-4,3,0,10,-4,2,-2.0,0.0,0.016,-0.5119999999999998,0.039000000000000146,-0.42000000000000004,0.31000000000000005,0.0,-0.048,Char1_Wins
cloud,ryu,7,0,7,1.0,Cloud,Ryu,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,60,103,4,3,35,3,128,9,2,1,3.0,5700,6.981,53.04,5.48595,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,103.0,0.12,1.6,0.75,1.12,1.6,1.76,0.035,-3,-1,3,-1,-1,12,8,15,4,0.0,-3.0,-0.021999999999999992,0.5669999999999997,0.405,0.03499999999999992,0.07999999999999985,0.385,0.035,Char1_Wins
cloud,incineroar,7,11,18,0.3888888888888889,Cloud,Incineroar,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,,,,,,,,,-16,1,5,3,1,15,-6,2,3,-6.0,,,,,,,,,Char2_Wins
lucina,pit,3,5,8,0.375,Lucina,Pit,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,-6,0,2,-1,-2,0,9,-7,1,0.0,-6.0,-0.006000000000000005,0.1359999999999999,0.31600000000000006,0.1359999999999999,0.10000000000000009,0.16500000000000004,0.0050000000000000044,Char2_Wins
king k. rool,pit,4,1,5,0.8,King K. Rool,Pit,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,,,,,,,,,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,37,-1,-2,0,1,-9,10,-25,-1,9.0,,,,,,,,,Char1_Wins
palutena,pit,9,3,12,0.75,Palutena,Pit,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,91.0,0.12,2.077,1.271,1.0,1.55,2.035,0.115,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,-5,-1,1,0,0,-3,19,-9,-1,4.0,-5.0,0.03899999999999999,0.2489999999999999,0.01200000000000001,0.06499999999999995,0.07000000000000006,-0.054999999999999716,0.04000000000000001,Char1_Wins
pit,wolf,4,7,11,0.3636363636363636,Pit,Wolf,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,92.0,0.13,1.54,1.208,1.281,1.8,2.09,0.09,4,1,0,-3,1,10,-10,14,1,-1.0,4.0,-0.049,0.28800000000000003,0.050999999999999934,-0.34599999999999986,-0.32000000000000006,0.0,-0.015,Char2_Wins
greninja,pit,5,3,8,0.625,Greninja,Pit,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,,,,,,,,,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,-8,-1,3,-1,-1,-14,9,-19,0,0.0,,,,,,,,,Char1_Wins
peach,pit,4,1,5,0.8,Peach,Pit,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,-7,1,-2,11,1,10,11,0,-1,3.0,-7.0,-0.010999999999999996,-0.2330000000000001,-0.33499999999999985,0.09399999999999986,-0.29000000000000004,-0.2639999999999998,0.045,Char1_Wins
cloud,kirby,7,2,9,0.7777777777777778,Cloud,Kirby,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,79.0,0.064,1.727,0.977,0.84,1.23,1.9,0.095,21,0,3,3,1,-4,9,-3,3,1.0,21.0,0.034,0.4399999999999997,0.17800000000000005,0.31500000000000006,0.44999999999999996,0.2450000000000001,-0.024999999999999994,Char1_Wins
cloud,pit,6,2,8,0.75,Cloud,Pit,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,4,-3,1,5,-1,1,10,-19,1,2.0,4.0,0.017,0.33899999999999975,-0.10399999999999987,0.21999999999999997,0.19999999999999996,0.05500000000000016,-0.0049999999999999906,Char1_Wins
lucina,lucina,7,12,19,0.3684210526315789,Lucina,Lucina,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Char2_Wins
greninja,toon link,12,6,18,0.6666666666666666,Greninja,Toon Link,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,,,,,,,,,,,,,,,,,-3,-1,3,3,-3,-13,-5,-1,0,-3.0,,,,,,,,,Char1_Wins
chrom,toon link,12,8,20,0.6,Chrom,Toon Link,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,,,,,,,,,4,-4,2,3,-4,-16,5,-1,0,-2.0,,,,,,,,,Char1_Wins
toon link,wolf,26,13,39,0.6666666666666666,Toon Link,Wolf,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,,,,,,,,,92.0,0.13,1.54,1.208,1.281,1.8,2.09,0.09,-1,1,0,-7,3,9,4,-4,1,2.0,,,,,,,,,Char1_Wins
lucina,toon link,12,12,24,0.5,Lucina,Toon Link,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,,,,,,,,,-1,0,2,3,-4,1,-5,11,1,-3.0,,,,,,,,,Char1_Wins
cloud,hero,6,3,9,0.6666666666666666,Cloud,Hero,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,,,,,,,,,-1,-4,2,9,-2,13,5,1,0,-7.0,,,,,,,,,Char1_Wins
falco,joker,11,11,22,0.5,Falco,Joker,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,,,,,,,,,-11,-5,0,6,-1,-7,5,-15,-1,-5.0,,,,,,,,,Char1_Wins
banjo & kazooie,ridley,5,1,6,0.8333333333333334,Banjo & Kazooie,Ridley,73,106,4,4,24,5,142,13,20,3,7.0,15700,4.674,51.45,3.542166667,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,,,,,,,,,107.0,0.09,2.2,1.1,1.05,1.78,1.8,0.07,-1,0,-1,-3,2,8,-1,-4,0,5.0,,,,,,,,,Char1_Wins
terry,young link,3,2,5,0.6,Terry,Young Link,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,,,,,,,,,,,,,,,,,20,-3,-2,7,-3,-23,5,0,-3,0.0,,,,,,,,,Char1_Wins
ridley,snake,15,10,25,0.6,Ridley,Snake,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,107.0,0.09,2.2,1.1,1.05,1.78,1.8,0.07,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,1,-3,2,7,-2,-5,12,12,2,-8.0,1.0,0.009999999999999995,0.6050000000000002,0.21800000000000008,0.06300000000000006,0.050000000000000044,0.040000000000000036,0.04000000000000001,Char1_Wins
king dedede,wolf,16,8,24,0.6666666666666666,King Dedede,Wolf,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,,,,,,,,,92.0,0.13,1.54,1.208,1.281,1.8,2.09,0.09,35,2,-3,-4,2,-7,11,4,2,8.0,,,,,,,,,Char1_Wins
king dedede,villager,9,4,13,0.6923076923076923,King Dedede,Villager,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,,,,,,,,,,,,,,,,,35,2,-1,7,-1,-4,8,-11,3,4.0,,,,,,,,,Char1_Wins
king dedede,palutena,15,4,19,0.7894736842105263,King Dedede,Palutena,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,,,,,,,,,91.0,0.12,2.077,1.271,1.0,1.55,2.035,0.115,36,2,-4,-1,1,-14,2,-1,2,5.0,,,,,,,,,Char1_Wins
link,terry,3,2,5,0.6,Link,Terry,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,104.0,0.096,1.534,1.247,0.924,1.6,1.98,0.05,,,,,,,,,-4,2,1,-13,3,8,0,5,3,-4.0,,,,,,,,,Char1_Wins
king dedede,terry,4,2,6,0.6666666666666666,King Dedede,Terry,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,,,,,,,,,,,,,,,,,19,4,-1,-10,2,-3,5,17,4,3.0,,,,,,,,,Char1_Wins
diddy kong,king dedede,9,5,14,0.6428571428571429,Diddy Kong,King Dedede,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,,,,,,,,,,,,,,,,,-37,-1,4,-1,0,19,-20,-17,-3,-3.0,,,,,,,,,Char1_Wins
metaknight,samus,2,5,7,0.2857142857142857,Meta Knight,Samus,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,80.0,0.11,2.09,1.239,1.04,1.66,2.211,0.075,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,-28,3,2,10,-4,-29,-17,19,1,-2.0,-28.0,0.035,0.43599999999999994,0.12400000000000011,-0.06299999999999994,0.32999999999999985,0.34099999999999975,-0.015,Char2_Wins
villager,young link,12,8,20,0.6,Villager,Young Link,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,,,,,,,,,,,,,,,,,4,-1,-2,-10,0,-22,2,28,-2,-1.0,,,,,,,,,Char1_Wins
ganondorf,wii fit trainer,3,2,5,0.6,Ganondorf,Wii Fit Trainer,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,,,,,,,,,,,,,,,,,22,-4,-3,-5,-3,-20,-16,6,1,-1.0,,,,,,,,,Char1_Wins
samus,wii fit trainer,4,1,5,0.8,Samus,Wii Fit Trainer,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,,,,,,,,,12,1,-1,-8,1,-5,3,17,1,-2.0,,,,,,,,,Char1_Wins
bowser,palutena,28,17,45,0.6222222222222222,Bowser,Palutena,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,,,,,,,,,91.0,0.12,2.077,1.271,1.0,1.55,2.035,0.115,44,-2,0,1,-2,-6,-3,-12,0,3.0,,,,,,,,,Char1_Wins
snake,wii fit trainer,6,5,11,0.5454545454545454,Snake,Wii Fit Trainer,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,,,,,,,,,10,2,-2,-11,1,-14,-24,6,0,4.0,,,,,,,,,Char1_Wins
ness,piranha plant,5,2,7,0.7142857142857143,Ness,Piranha Plant,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,,,,,,,,,-18,1,0,-2,0,-10,7,2,2,3.0,,,,,,,,,Char1_Wins
piranha plant,villager,5,2,7,0.7142857142857143,Piranha Plant,Villager,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,,,,,,,,,,,,,,,,,20,-1,0,7,-1,18,-2,-19,0,0.0,,,,,,,,,Char1_Wins
snake,terry,9,7,16,0.5625,Snake,Terry,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,,,,,,,,,-2,4,0,-18,3,14,-21,3,0,3.0,,,,,,,,,Char1_Wins
snake,yoshi,44,19,63,0.6984126984126984,Snake,Yoshi,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,2,0,-3,-9,3,6,-11,-6,-1,5.0,2.0,0.0,-0.45099999999999985,-0.32599999999999996,-0.3570000000000001,0.43999999999999995,-0.21999999999999997,-0.068,Char1_Wins
ridley,villager,4,3,7,0.5714285714285714,Ridley,Villager,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,107.0,0.09,2.2,1.1,1.05,1.78,1.8,0.07,,,,,,,,,15,-1,2,6,-2,8,-6,-13,1,-4.0,,,,,,,,,Char1_Wins
ness,samus,11,7,18,0.6111111111111112,Ness,Samus,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,-14,-1,-1,3,-1,-14,-4,-3,2,5.0,-14.0,0.0020000000000000018,-0.04499999999999993,-0.20799999999999996,-0.09600000000000009,-0.020000000000000018,-0.04400000000000004,0.010000000000000009,Char1_Wins
ike,metaknight,6,5,11,0.5454545454545454,Ike,Meta Knight,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,80.0,0.11,2.09,1.239,1.04,1.66,2.211,0.075,28,-3,-3,-4,0,-1,-7,-34,2,-1.0,27.0,-0.018000000000000002,-0.583,-0.32700000000000007,0.09399999999999986,-0.010000000000000009,-0.3959999999999999,-0.024999999999999994,Char1_Wins
diddy kong,ike,13,9,22,0.5909090909090909,Diddy Kong,Ike,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,,,,,,,,,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,-18,0,3,-2,3,23,3,1,-3,6.0,,,,,,,,,Char1_Wins
ness,ridley,13,8,21,0.6190476190476191,Ness,Ridley,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,107.0,0.09,2.2,1.1,1.05,1.78,1.8,0.07,-13,1,-2,-1,1,0,11,-4,1,7.0,-13.0,-0.012999999999999998,-0.5910000000000002,-0.19300000000000006,-0.04300000000000015,-0.47,0.026000000000000023,0.03,Char1_Wins
metaknight,pikachu,4,3,7,0.5714285714285714,Meta Knight,Pikachu,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,80.0,0.11,2.09,1.239,1.04,1.66,2.211,0.075,79.0,0.095,2.039,1.302,0.957,1.55,1.98,0.1,1,0,0,6,-2,-26,3,4,1,-6.0,1.0,0.015,0.05099999999999971,-0.06299999999999994,0.08300000000000007,0.10999999999999988,0.23099999999999987,-0.02500000000000001,Char1_Wins
link,villager,8,6,14,0.5714285714285714,Link,Villager,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,104.0,0.096,1.534,1.247,0.924,1.6,1.98,0.05,,,,,,,,,12,0,1,4,0,7,3,-23,2,-3.0,,,,,,,,,Char1_Wins
ike,samus,9,7,16,0.5625,Ike,Samus,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,0,0,-1,6,-4,-30,-24,-15,3,-3.0,-1.0,0.017,-0.14700000000000002,-0.20299999999999996,0.030999999999999917,0.31999999999999984,-0.05500000000000016,-0.039999999999999994,Char1_Wins
