character_1,character_2,char1_winrate,matchup_binary,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff,Weight_diff,Gravity_diff,Run Maximum Velocity_diff,Walk Maximum Velocity_diff,Maximum Horizontal Air Speed_diff,Maximum Fall Speed_diff,Dash Initial Velocity_diff,Maximum Air Acceleration_diff
jigglypuff,zero suit samus,0.6666666666666666,Char1_Wins,-12,-5,-6,6,-1,2,-13,28,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snake,villager,0.4324324324324324,Char2_Wins,14,2,0,-1,0,13,-18,-25,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kirby,yoshi,0.6666666666666666,Char1_Wins,-25,-4,-3,2,-1,11,-5,2,0,-3.0,-25.0,-0.016,-0.3189999999999997,-0.2309999999999999,-0.5040000000000001,-0.06,-0.08,-0.003
diddy kong,king k. rool,0.6153846153846154,Char1_Wins,-43,1,3,-2,0,11,-9,-2,-1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,young link,0.55,Char1_Wins,12,-3,1,3,-3,-8,-1,8,1,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,pikachu,0.6341463414634146,Char1_Wins,-2,-6,2,8,-1,-24,7,-35,-1,-7.0,-2.0,0.135,0.363,0.2209999999999998,0.1530000000000001,0.55,0.1099999999999998,-0.01
pichu,villager,0.4375,Char2_Wins,-30,4,2,10,-2,12,-8,-4,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,villager,0.5454545454545454,Char1_Wins,2,0,0,5,-1,8,5,-17,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,sonic,0.7368421052631579,Char1_Wins,14,-5,-3,4,1,1,3,-16,3,-6.0,14.0,0.008,-1.6830000000000005,-0.2889999999999999,-0.0529999999999999,0.03,-0.165,0.02
diddy kong,villager,0.5882352941176471,Char1_Wins,-2,1,3,6,-1,15,-12,-28,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,fox,0.8,Char1_Wins,21,1,-4,-1,0,8,-5,20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pichu,yoshi,0.5714285714285714,Char1_Wins,-42,2,-1,2,1,5,-1,15,0,3.0,-42.0,0.06,-0.1539999999999999,0.094,-0.3150000000000001,0.6099999999999999,0.0,0.002
palutena,pichu,0.6470588235294118,Char1_Wins,29,-4,1,-2,0,-2,14,-6,1,-3.0,29.0,-0.02,0.185,-0.0310000000000001,-0.0289999999999999,-0.3499999999999998,0.0550000000000001,0.015
cloud,pichu,0.8333333333333334,Char1_Wins,38,-6,1,3,-1,2,5,-16,3,-5.0,38.0,-0.042,0.2749999999999999,-0.147,0.1260000000000001,-0.2199999999999999,0.165,-0.03
wario,zero suit samus,0.4285714285714285,Char2_Wins,28,-2,-4,9,-1,4,-6,5,-2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,pyra mythra,0.6666666666666666,Char1_Wins,9,2,-4,-5,3,-11,5,1,-1,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king k. rool,pichu,0.625,Char1_Wins,71,-4,-2,-2,1,-8,5,-22,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,snake,0.684931506849315,Char1_Wins,-29,-4,5,15,-3,-18,14,-9,0,-9.0,-29.0,0.15,0.8070000000000002,0.6409999999999999,0.1230000000000001,0.3700000000000001,0.3299999999999998,0.06
fox,palutena,0.6610169491525424,Char1_Wins,-14,-2,2,6,-1,-15,-10,-24,-2,-4.0,-14.0,0.11,0.3250000000000002,0.252,0.1100000000000001,0.55,0.0549999999999997,-0.025
fox,lucario,0.5263157894736842,Char1_Wins,-15,-4,2,5,-1,-5,2,-4,-1,-6.0,-15.0,0.146,0.6970000000000001,0.4199999999999999,-0.1709999999999998,0.4200000000000001,-0.165,0.0
ken,pyra mythra,0.4285714285714285,Char2_Wins,8,1,-4,5,1,-33,5,-6,-4,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,villager,0.59375,Char1_Wins,-1,0,3,8,-2,10,6,-10,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,pichu,0.7,Char1_Wins,41,-5,-1,4,0,-27,11,-26,-1,-4.0,41.0,-0.02,-0.1319999999999999,-0.4770000000000001,0.0910000000000001,-0.2999999999999998,-0.044,-0.065
cloud,zero suit samus,0.5227272727272727,Char1_Wins,20,-6,-2,8,0,15,0,-10,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,zero suit samus,0.5208333333333334,Char1_Wins,24,-4,-4,-1,3,8,6,-13,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,peach,0.7,Char1_Wins,1,-1,3,-13,0,-8,-10,-27,-1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,young link,0.4285714285714285,Char2_Wins,7,-3,3,-1,-3,-4,0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,snake,0.46875,Char2_Wins,-17,0,0,20,-1,10,16,24,2,-6.0,-17.0,-0.0099999999999999,0.0,0.042,0.0419999999999999,-0.54,0.066,0.09
cloud,falco,0.6285714285714286,Char1_Wins,18,0,1,0,0,12,4,-9,2,1.0,18.0,-0.032,0.5479999999999998,-0.189,0.178,-0.1200000000000001,0.1099999999999998,-0.03
falco,falco,0.0,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
terry,zero suit samus,0.4444444444444444,Char2_Wins,28,-6,-5,12,0,0,6,-18,-2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pichu,young link,0.7058823529411765,Char1_Wins,-26,3,0,0,-2,-10,-6,24,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,pyra mythra,0.4,Char2_Wins,-18,0,0,5,0,-23,-2,-10,-4,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,pyra mythra,0.5384615384615384,Char1_Wins,5,0,-2,4,0,-4,-1,4,0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,pichu,0.5909090909090909,Char1_Wins,42,-4,-1,-6,2,-5,11,-19,2,-5.0,42.0,-0.044,-0.3579999999999999,-0.0549999999999999,-0.1049999999999998,-0.2999999999999998,0.0,-0.05
fox,peach,0.6666666666666666,Char1_Wins,-12,-4,5,-5,-2,-28,-2,-33,-2,-3.0,-12.0,0.16,0.8070000000000002,0.5989999999999999,0.0810000000000001,0.91,0.2639999999999998,-0.03
palutena,pyra mythra,0.6111111111111112,Char1_Wins,-4,2,-2,-1,1,-8,8,14,-2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,sonic,0.75,Char1_Wins,17,-4,-5,5,2,-28,9,-26,-1,-5.0,17.0,0.03,-2.09,-0.619,-0.0879999999999998,-0.0499999999999998,-0.3740000000000001,-0.015
fox,king dedede,0.6153846153846154,Char1_Wins,-50,-4,6,7,-2,-1,-12,-23,-4,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,sheik,0.6470588235294118,Char1_Wins,17,-5,0,2,0,15,4,-21,4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,villager,0.2857142857142857,Char2_Wins,-3,2,0,19,-1,23,-2,-1,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,sheik,0.7575757575757576,Char1_Wins,15,0,-3,0,1,6,-6,7,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,sheik,0.5833333333333334,Char1_Wins,11,-1,-5,12,2,20,4,2,2,3.0,11.0,-0.0799999999999999,-0.825,-0.5459999999999999,-0.1260000000000001,-0.56,-0.3519999999999998,0.03
lucina,young link,0.6206896551724138,Char1_Wins,2,0,2,-3,-4,-9,-2,20,1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roy,zero suit samus,0.8666666666666667,Char1_Wins,15,-5,-1,5,-1,-3,2,-16,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,peach,0.5416666666666666,Char1_Wins,5,-2,0,-14,0,-15,7,-16,1,5.0,5.0,0.0069999999999999,0.014,-0.017,-0.022,0.1200000000000001,0.0,-0.0199999999999999
corrin,pikachu,0.7777777777777778,Char1_Wins,19,-5,-2,7,-1,-16,2,-15,3,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,link,0.625,Char1_Wins,-27,-2,4,10,-3,-12,-7,-11,-3,-2.0,-27.0,0.134,0.8680000000000001,0.2759999999999998,0.186,0.5,0.1099999999999998,0.0399999999999999
hero,peach,0.8,Char1_Wins,12,0,1,-15,0,-22,-6,-20,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,ness,0.75,Char1_Wins,4,-1,1,8,-2,-5,-14,3,1,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,roy,0.5714285714285714,Char1_Wins,0,-1,1,-1,1,22,-1,2,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,villager,0.7222222222222222,Char1_Wins,0,2,3,9,-2,0,-6,-30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,palutena,0.5263157894736842,Char1_Wins,1,2,0,1,0,-10,-12,-20,-1,2.0,1.0,-0.0359999999999999,-0.3719999999999999,-0.1679999999999999,0.2809999999999999,0.1299999999999999,0.2199999999999997,-0.025
olimar,young link,1.0,Char1_Wins,-9,1,-3,1,0,-3,7,5,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheik,sheik,0.3,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,peach,0.3,Char2_Wins,14,-3,1,-5,-1,-38,5,-29,-2,0.0,14.0,0.0499999999999999,0.165,-0.099,0.0910000000000001,0.4100000000000001,0.1099999999999998,-0.0849999999999999
pikachu,rosalina & luma,0.8333333333333334,Char1_Wins,-3,4,1,1,-1,2,-8,28,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,olimar,0.5555555555555556,Char1_Wins,-2,-4,6,3,-3,-24,-9,-11,-3,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pokemon trainer,villager,0.5454545454545454,Char1_Wins,4,2,2,13,-2,6,-9,1,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rosalina & luma,snake,0.7333333333333333,Char1_Wins,-24,-2,2,6,-1,4,15,-2,3,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littlemac,wario,0.6666666666666666,Char1_Wins,-21,-6,4,-10,0,-13,14,-28,1,4.0,-20.0,-0.017,0.8140000000000001,0.4969999999999999,-0.0629999999999999,0.3399999999999998,0.5280000000000002,-0.0799999999999999
corrin,young link,0.6,Char1_Wins,10,-2,-1,3,-3,-19,-7,14,1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,rosalina & luma,0.625,Char1_Wins,-5,-2,3,9,-2,-22,-1,-7,-3,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,falco,0.4285714285714285,Char2_Wins,16,1,-1,0,0,1,-2,-3,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,olimar,0.625,Char1_Wins,11,-1,4,-5,-1,-4,-17,-5,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olimar,sheik,0.6363636363636364,Char1_Wins,1,-1,-6,4,3,16,11,-20,3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,wario,0.3333333333333333,Char2_Wins,8,-5,-3,-4,0,-4,12,-17,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,peach,1.0,Char1_Wins,9,-3,1,-6,-2,-20,-7,-13,2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olimar,pikachu,0.8333333333333334,Char1_Wins,0,-2,-4,5,2,0,16,-24,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,lucario,0.7692307692307693,Char1_Wins,-2,-1,0,-3,1,15,-6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,olimar,0.3333333333333333,Char2_Wins,14,1,3,-4,-2,-10,-17,27,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,jigglypuff,0.6,Char1_Wins,22,2,4,-5,3,14,4,-46,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,pikachu,0.6,Char1_Wins,10,-2,-3,13,1,4,9,-2,1,-4.0,10.0,-0.0249999999999999,-0.4440000000000002,-0.378,0.0719999999999999,-0.3600000000000001,-0.1539999999999999,0.0199999999999999
fox,littlemac,0.8571428571428571,Char1_Wins,-10,2,0,10,1,5,-9,-1,-1,-9.0,-10.0,0.14,-0.0619999999999998,0.137,-0.0979999999999998,0.1500000000000001,-0.2750000000000003,0.0499999999999999
ryu,zero suit samus,0.6,Char1_Wins,23,-5,-5,9,1,3,-8,-25,-2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,diddy kong,0.2857142857142857,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littlemac,villager,0.2,Char2_Wins,-5,-4,5,4,-4,-10,5,-33,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piranha plant,snake,0.4285714285714285,Char2_Wins,6,-3,0,8,-1,5,16,6,1,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,sheik,0.6363636363636364,Char1_Wins,26,-3,-4,-3,3,4,9,-20,3,2.0,26.0,-0.0539999999999999,-0.8859999999999999,-0.2229999999999998,-0.2309999999999999,-0.1499999999999999,-0.1979999999999999,-0.0399999999999999
link,ryu,0.7142857142857143,Char1_Wins,1,1,1,-10,2,5,14,12,3,0.0,1.0,-0.0239999999999999,-0.066,0.4970000000000001,-0.196,0.0,0.2199999999999999,0.015
palutena,piranha plant,0.7142857142857143,Char1_Wins,-21,1,3,1,-1,-8,8,9,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ryu,snake,0.4,Char2_Wins,-3,-3,0,15,-2,-11,7,-10,0,-7.0,-3.0,0.0399999999999999,0.0050000000000001,-0.132,0.1330000000000001,-0.1299999999999999,0.0,0.005
link,littlemac,0.5714285714285714,Char1_Wins,17,4,-4,0,4,17,-2,10,2,-7.0,17.0,0.006,-0.93,-0.1389999999999998,-0.2839999999999999,-0.3499999999999998,-0.3850000000000002,0.01
lucario,pichu,0.6,Char1_Wins,30,-2,1,-1,0,-12,2,-26,0,-1.0,30.0,-0.056,-0.1869999999999998,-0.199,0.252,-0.2199999999999999,0.2749999999999999,-0.01
peach,pichu,0.4545454545454545,Char2_Wins,27,-2,-2,9,1,11,6,3,1,-4.0,27.0,-0.07,-0.2969999999999999,-0.378,0.0,-0.71,-0.1539999999999999,0.0199999999999999
peach,wario,0.6923076923076923,Char1_Wins,-19,0,-1,5,3,20,7,4,2,-2.0,-18.0,-0.0369999999999999,-0.0549999999999999,0.035,-0.242,-0.4200000000000001,-0.0109999999999998,0.0
lucario,sora,0.6,Char1_Wins,7,-1,3,1,0,-13,0,-9,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,young link,0.6470588235294118,Char1_Wins,-11,-3,3,4,-3,-27,-2,-6,-3,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,sora,0.6666666666666666,Char1_Wins,6,-3,3,0,0,-3,12,11,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king dedede,lucina,0.5238095238095238,Char1_Wins,37,1,-5,0,3,-17,12,-3,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mii brawler,villager,0.6666666666666666,Char1_Wins,2,0,2,9,-3,7,-6,-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheik,sora,0.5454545454545454,Char1_Wins,-7,0,5,-1,-1,-10,0,18,-4,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,lucario,0.2857142857142857,Char2_Wins,-10,-4,-1,4,-1,2,-1,19,1,-5.0,-10.0,0.046,-0.086,0.2410000000000001,-0.3039999999999999,0.1200000000000001,-0.2199999999999997,0.01
mii brawler,snake,0.6470588235294118,Char1_Wins,-12,-2,2,10,-3,-6,12,-4,1,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,sheik,0.5263157894736842,Char1_Wins,14,-1,-2,2,1,-3,0,-27,1,6.0,14.0,-0.0659999999999999,-0.7149999999999999,-0.367,0.1259999999999999,-0.07,0.0769999999999999,0.0
pikachu,sheik,0.8095238095238095,Char1_Wins,1,1,-2,-1,1,16,-5,4,1,7.0,1.0,-0.0549999999999999,-0.3809999999999998,-0.1679999999999999,-0.198,-0.1999999999999999,-0.1979999999999999,0.01
king dedede,mii brawler,0.6666666666666666,Char1_Wins,33,2,-3,-2,2,-11,14,18,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,sora,0.4444444444444444,Char2_Wins,9,-3,0,-3,1,-5,11,4,-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,villager,0.3,Char2_Wins,-10,-2,2,13,-3,2,-7,-11,1,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pikachu,sora,0.5384615384615384,Char1_Wins,-6,1,3,-2,0,6,-5,22,-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,zelda,0.6153846153846154,Char1_Wins,15,-4,3,12,-3,18,-5,1,3,-4.0,15.0,0.027,0.7369999999999999,0.241,0.0629999999999999,0.3299999999999998,0.187,0.005
robin,zero suit samus,0.75,Char1_Wins,15,-4,-6,-2,3,4,-5,-9,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucina,villager,0.6111111111111112,Char1_Wins,-2,1,4,7,-4,13,-4,-8,3,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,robin,0.4615384615384615,Char2_Wins,-5,1,4,3,-1,12,-4,-9,-2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheik,villager,0.5833333333333334,Char1_Wins,-14,3,5,7,-3,3,-6,-3,-1,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaknight,snake,0.6153846153846154,Char1_Wins,-26,2,3,13,-4,-20,10,30,2,-8.0,-26.0,0.03,0.4949999999999999,0.3570000000000001,0.053,-0.07,0.4509999999999998,0.045
sonic,toon link,0.6470588235294118,Char1_Wins,-5,2,4,5,-4,1,-7,15,-2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,metaknight,0.4285714285714285,Char2_Wins,2,-6,-1,1,1,9,1,-16,0,0.0,2.0,0.02,-0.4709999999999998,0.1049999999999999,-0.063,0.1400000000000001,-0.1759999999999997,0.025
wario,young link,0.5,Char1_Wins,20,1,-1,4,-4,-19,-7,23,-3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaknight,zero suit samus,0.5,Char1_Wins,0,0,-2,7,-1,-6,-5,15,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,pyra mythra,0.5714285714285714,Char1_Wins,-5,3,-2,-3,2,-3,-10,-4,-3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,villager,0.5454545454545454,Char1_Wins,11,-1,1,14,-2,-15,3,-30,-1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,zelda,0.75,Char1_Wins,10,-4,5,8,-3,22,-4,-3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,peach,0.625,Char1_Wins,4,1,2,-12,-1,-14,-10,5,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,palutena,0.7297297297297297,Char1_Wins,-9,-2,-1,5,-1,-8,-13,-1,0,-3.0,-9.0,0.01,-0.4579999999999999,0.0730000000000001,-0.023,0.25,0.0,-0.015
byleth,peach,0.7,Char1_Wins,8,-2,-1,-12,-2,-23,4,-15,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,palutena,0.5714285714285714,Char1_Wins,6,0,-4,-1,-1,-10,-4,-6,2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,wario,0.5333333333333333,Char1_Wins,-13,-4,4,-5,1,15,7,-19,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,joker,0.5666666666666667,Char1_Wins,-16,-5,3,7,-1,-14,8,-38,-3,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snake,toon link,0.5833333333333334,Char1_Wins,15,1,-2,-5,0,1,-19,-6,-3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigglypuff,palutena,0.4285714285714285,Char2_Wins,-23,-1,-4,3,-2,-9,-22,28,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,sonic,0.625,Char1_Wins,9,-5,-1,0,1,5,4,-20,3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,toon link,0.6363636363636364,Char1_Wins,13,-1,-1,0,0,-5,2,-4,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,piranha plant,0.4444444444444444,Char2_Wins,-19,4,2,0,-1,-9,-10,23,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mii brawler,ness,0.75,Char1_Wins,0,0,2,4,-2,-1,-11,-12,-2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kirby,young link,0.5,Char1_Wins,-9,-3,-2,0,-4,-4,-10,11,-2,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samus,snake,0.7777777777777778,Char1_Wins,2,-1,1,3,0,9,27,11,1,-6.0,2.0,-0.005,0.0589999999999999,0.2329999999999999,0.1159999999999999,-0.3999999999999999,0.1100000000000001,0.06
ken,toon link,0.75,Char1_Wins,12,-2,-1,10,-2,-27,2,-11,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pichu,sheik,0.6363636363636364,Char1_Wins,-16,1,-3,3,1,9,-2,-1,1,7.0,-16.0,-0.0099999999999999,-0.528,-0.1679999999999999,-0.1260000000000001,0.1499999999999999,-0.1979999999999999,0.01
kirby,villager,0.8,Char1_Wins,-13,-2,0,10,-4,18,-12,-17,0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheik,shulk,0.7272727272727273,Char1_Wins,-19,1,4,0,1,8,1,-7,-4,-7.0,-19.0,0.0519999999999999,0.748,0.3149999999999999,0.042,0.1699999999999999,0.3079999999999998,0.0399999999999999
cloud,piranha plant,0.7272727272727273,Char1_Wins,-12,-1,3,6,-2,-4,-1,-1,3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littlemac,sheik,0.875,Char1_Wins,9,-7,0,-3,-1,-13,11,-30,1,9.0,9.0,-0.06,0.044,-0.084,0.0529999999999999,0.1999999999999999,0.1870000000000002,-0.0499999999999999
fox,jigglypuff,0.7142857142857143,Char1_Wins,9,-1,6,3,1,-6,12,-52,-1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,toon link,0.5789473684210527,Char1_Wins,-2,1,-2,15,-1,11,-3,18,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,mii brawler,0.4,Char2_Wins,-1,3,0,-2,1,2,-6,33,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,young link,0.9,Char1_Wins,1,1,-2,9,-1,1,0,27,-1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,littlemac,0.375,Char2_Wins,6,7,-3,3,2,19,-17,37,2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mii brawler,peach,0.8,Char1_Wins,5,-2,2,-10,-2,-16,-4,-28,-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pokemon trainer,pyra mythra,0.5789473684210527,Char1_Wins,1,4,-3,4,1,-12,-7,25,-2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greninja,snake,0.6521739130434783,Char1_Wins,-18,-2,5,8,-3,-14,14,5,3,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,greninja,0.4761904761904761,Char2_Wins,2,1,-2,-1,2,16,-8,-8,-2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,metaknight,0.625,Char1_Wins,13,-1,-1,-5,2,16,-4,-1,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pikachu,toon link,0.6190476190476191,Char1_Wins,-12,3,1,2,-2,7,-12,20,-2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greninja,pyra mythra,0.5882352941176471,Char1_Wins,-7,2,0,-2,0,-19,-2,4,-1,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greninja,zero suit samus,0.4285714285714285,Char2_Wins,8,-4,0,2,0,0,-1,-10,1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,toon link,0.5263157894736842,Char1_Wins,-1,0,1,2,-1,3,-13,-9,-2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pichu,pyra mythra,0.4545454545454545,Char2_Wins,-33,6,-3,1,1,-6,-6,20,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,young link,0.5,Char1_Wins,4,1,1,-1,-2,-22,-4,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,pichu,0.8,Char1_Wins,28,-3,1,-4,1,3,-4,-24,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,pyra mythra,0.6153846153846154,Char1_Wins,-3,4,-2,0,1,-18,-4,-6,-3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,link,0.5,Char1_Wins,-6,-1,0,9,-3,-4,-12,9,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,toon link,0.8333333333333334,Char1_Wins,7,-2,-1,9,-3,-9,-10,5,1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice climbers,villager,0.6666666666666666,Char1_Wins,0,-1,-1,20,-3,12,2,-36,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,mii brawler,0.5714285714285714,Char1_Wins,-4,1,1,-3,2,8,-6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
