character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff
lucario,pokemon trainer,10,6,16,0.625,Lucario,Pokemon Trainer,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,-4,0,1,-4,0,-6,3,-31,-1,2.0
mewtwo,pikachu,6,1,7,0.8571428571428571,Mewtwo,Pikachu,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,-1,-3,1,1,1,-17,8,-18,3,-5.0
mewtwo,zelda,6,2,8,0.75,Mewtwo,Zelda,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,-7,-1,4,6,-1,6,-5,4,3,-4.0
lucario,ness,8,7,15,0.5333333333333333,Lucario,Ness,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,-2,2,3,4,-1,-8,-11,-13,-2,-2.0
ike,young link,7,3,10,0.7,Ike,Young Link,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,20,0,-2,-2,-4,-30,-13,-1,1,-6.0
ness,pikachu,14,16,30,0.4666666666666667,Ness,Pikachu,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,15,-4,-3,-1,1,-11,16,-18,2,1.0
fox,sheik,13,15,28,0.4642857142857143,Fox,Sheik,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,-1,-5,0,7,0,-8,2,-31,0,0.0
lucario,sonic,14,9,23,0.6086956521739131,Lucario,Sonic,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,6,-1,-3,0,2,-13,0,-26,0,-2.0
olimar,sonic,12,2,14,0.8571428571428571,Olimar,Sonic,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,-7,-1,-7,2,4,6,11,-19,2,0.0
olimar,zero suit samus,16,4,20,0.8,Olimar,Zero Suit Samus,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,-1,-2,-6,6,3,20,8,-13,1,5.0
sonic,zero suit samus,46,15,61,0.7540983606557377,Sonic,Zero Suit Samus,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,6,-1,1,4,-1,14,-3,6,-1,5.0
link,ness,16,7,23,0.6956521739130435,Link,Ness,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,10,0,1,-1,1,-1,-2,-6,0,-6.0
link,olimar,8,3,11,0.7272727272727273,Link,Olimar,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,25,-2,2,-7,0,-12,-2,0,0,-6.0
olimar,villager,3,2,5,0.6,Olimar,Villager,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-13,2,-1,11,0,19,5,-23,2,3.0
pyra mythra,villager,7,5,12,0.5833333333333334,Pyra Mythra,Villager,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,3,-2,5,9,-3,18,-2,-24,3,2.0
young link,zero suit samus,10,8,18,0.5555555555555556,Young Link,Zero Suit Samus,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,8,-3,-3,5,3,23,1,-18,1,3.0
lucario,zero suit samus,18,14,32,0.5625,Lucario,Zero Suit Samus,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,12,-2,-2,4,1,1,-3,-20,-1,3.0
cloud,lucario,8,9,17,0.4705882352941176,Cloud,Lucario,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,8,-4,0,4,-1,14,3,10,3,-4.0
ice climbers,pikachu,4,4,8,0.5,Ice Climbers,Pikachu,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,13,-5,-4,14,-1,-7,13,-37,1,-1.0
cloud,villager,13,8,21,0.6190476190476191,Cloud,Villager,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,8,-2,3,13,-3,14,-3,-20,3,-3.0
jigglypuff,zero suit samus,4,2,6,0.6666666666666666,Jigglypuff,Zero Suit Samus,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,-12,-5,-6,6,-1,2,-13,28,-1,0.0
snake,villager,16,21,37,0.4324324324324324,Snake,Villager,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,14,2,0,-1,0,13,-18,-25,-1,4.0
kirby,yoshi,6,3,9,0.6666666666666666,Kirby,Yoshi,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-25,-4,-3,2,-1,11,-5,2,0,-3.0
diddy kong,king k. rool,8,5,13,0.6153846153846154,Diddy Kong,King K. Rool,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,-43,1,3,-2,0,11,-9,-2,-1,-3.0
cloud,young link,11,9,20,0.55,Cloud,Young Link,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,12,-3,1,3,-3,-8,-1,8,1,-4.0
fox,pikachu,26,15,41,0.6341463414634146,Fox,Pikachu,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,-2,-6,2,8,-1,-24,7,-35,-1,-7.0
pichu,villager,7,9,16,0.4375,Pichu,Villager,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-30,4,2,10,-2,12,-8,-4,0,2.0
ness,villager,12,10,22,0.5454545454545454,Ness,Villager,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,2,0,0,5,-1,8,5,-17,2,3.0
cloud,sonic,28,10,38,0.7368421052631579,Cloud,Sonic,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,14,-5,-3,4,1,1,3,-16,3,-6.0
diddy kong,villager,10,7,17,0.5882352941176471,Diddy Kong,Villager,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-2,1,3,6,-1,15,-12,-28,0,1.0
corrin,fox,4,1,5,0.8,Corrin,Fox,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,21,1,-4,-1,0,8,-5,20,4,0.0
pichu,yoshi,8,6,14,0.5714285714285714,Pichu,Yoshi,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-42,2,-1,2,1,5,-1,15,0,3.0
palutena,pichu,22,12,34,0.6470588235294118,Palutena,Pichu,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,29,-4,1,-2,0,-2,14,-6,1,-3.0
cloud,pichu,15,3,18,0.8333333333333334,Cloud,Pichu,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,38,-6,1,3,-1,2,5,-16,3,-5.0
wario,zero suit samus,9,12,21,0.4285714285714285,Wario,Zero Suit Samus,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,28,-2,-4,9,-1,4,-6,5,-2,2.0
link,pyra mythra,10,5,15,0.6666666666666666,Link,Pyra Mythra,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,9,2,-4,-5,3,-11,5,1,-1,-5.0
king k. rool,pichu,5,3,8,0.625,King K. Rool,Pichu,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,71,-4,-2,-2,1,-8,5,-22,1,2.0
fox,snake,50,23,73,0.684931506849315,Fox,Snake,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-29,-4,5,15,-3,-18,14,-9,0,-9.0
fox,palutena,39,20,59,0.6610169491525424,Fox,Palutena,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,-14,-2,2,6,-1,-15,-10,-24,-2,-4.0
fox,lucario,10,9,19,0.5263157894736842,Fox,Lucario,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,-15,-4,2,5,-1,-5,2,-4,-1,-6.0
ken,pyra mythra,3,4,7,0.4285714285714285,Ken,Pyra Mythra,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,8,1,-4,5,1,-33,5,-6,-4,-4.0
palutena,villager,19,13,32,0.59375,Palutena,Villager,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-1,0,3,8,-2,10,6,-10,1,-1.0
ken,pichu,7,3,10,0.7,Ken,Pichu,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,41,-5,-1,4,0,-27,11,-26,-1,-4.0
cloud,zero suit samus,23,21,44,0.5227272727272727,Cloud,Zero Suit Samus,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,20,-6,-2,8,0,15,0,-10,2,-1.0
link,zero suit samus,25,23,48,0.5208333333333334,Link,Zero Suit Samus,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,24,-4,-4,-1,3,8,6,-13,1,-1.0
diddy kong,peach,7,3,10,0.7,Diddy Kong,Peach,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,1,-1,3,-13,0,-8,-10,-27,-1,3.0
pyra mythra,young link,6,8,14,0.4285714285714285,Pyra Mythra,Young Link,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,7,-3,3,-1,-3,-4,0,4,1,1.0
peach,snake,15,17,32,0.46875,Peach,Snake,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-17,0,0,20,-1,10,16,24,2,-6.0
cloud,falco,22,13,35,0.6285714285714286,Cloud,Falco,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,18,0,1,0,0,12,4,-9,2,1.0
falco,falco,0,8,8,0.0,Falco,Falco,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,0,0,0,0,0,0,0,0,0,0.0
terry,zero suit samus,4,5,9,0.4444444444444444,Terry,Zero Suit Samus,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,28,-6,-5,12,0,0,6,-18,-2,3.0
pichu,young link,12,5,17,0.7058823529411765,Pichu,Young Link,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,-26,3,0,0,-2,-10,-6,24,-2,1.0
fox,pyra mythra,4,6,10,0.4,Fox,Pyra Mythra,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,-18,0,0,5,0,-23,-2,-10,-4,-7.0
cloud,pyra mythra,14,12,26,0.5384615384615384,Cloud,Pyra Mythra,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,5,0,-2,4,0,-4,-1,4,0,-5.0
link,pichu,13,9,22,0.5909090909090909,Link,Pichu,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,42,-4,-1,-6,2,-5,11,-19,2,-5.0
fox,peach,18,9,27,0.6666666666666666,Fox,Peach,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,-12,-4,5,-5,-2,-28,-2,-33,-2,-3.0
palutena,pyra mythra,22,14,36,0.6111111111111112,Palutena,Pyra Mythra,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,-4,2,-2,-1,1,-8,8,14,-2,-3.0
ken,sonic,21,7,28,0.75,Ken,Sonic,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,17,-4,-5,5,2,-28,9,-26,-1,-5.0
fox,king dedede,8,5,13,0.6153846153846154,Fox,King Dedede,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,-50,-4,6,7,-2,-1,-12,-23,-4,-9.0
pyra mythra,sheik,11,6,17,0.6470588235294118,Pyra Mythra,Sheik,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,17,-5,0,2,0,15,4,-21,4,7.0
peach,villager,2,5,7,0.2857142857142857,Peach,Villager,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-3,2,0,19,-1,23,-2,-1,1,-2.0
joker,sheik,25,8,33,0.7575757575757576,Joker,Sheik,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,15,0,-3,0,1,6,-6,7,3,6.0
peach,sheik,7,5,12,0.5833333333333334,Peach,Sheik,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,11,-1,-5,12,2,20,4,2,2,3.0
lucina,young link,18,11,29,0.6206896551724138,Lucina,Young Link,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,2,0,2,-3,-4,-9,-2,20,1,-6.0
roy,zero suit samus,13,2,15,0.8666666666666667,Roy,Zero Suit Samus,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,15,-5,-1,5,-1,-3,2,-16,1,-1.0
ness,peach,13,11,24,0.5416666666666666,Ness,Peach,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,5,-2,0,-14,0,-15,7,-16,1,5.0
corrin,pikachu,7,2,9,0.7777777777777778,Corrin,Pikachu,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,19,-5,-2,7,-1,-16,2,-15,3,-7.0
fox,link,15,9,24,0.625,Fox,Link,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,-27,-2,4,10,-3,-12,-7,-11,-3,-2.0
hero,peach,4,1,5,0.8,Hero,Peach,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,12,0,1,-15,0,-22,-6,-20,2,6.0
corrin,ness,6,2,8,0.75,Corrin,Ness,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,4,-1,1,8,-2,-5,-14,3,1,-8.0
pyra mythra,roy,8,6,14,0.5714285714285714,Pyra Mythra,Roy,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,0,-1,1,-1,1,22,-1,2,1,5.0
lucario,villager,13,5,18,0.7222222222222222,Lucario,Villager,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,0,2,3,9,-2,0,-6,-30,0,1.0
lucario,palutena,20,18,38,0.5263157894736842,Lucario,Palutena,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,1,2,0,1,0,-10,-12,-20,-1,2.0
olimar,young link,6,0,6,1.0,Olimar,Young Link,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,-9,1,-3,1,0,-3,7,5,0,2.0
sheik,sheik,3,7,10,0.3,Sheik,Sheik,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,0,0,0,0,0,0,0,0,0,0.0
ken,peach,3,7,10,0.3,Ken,Peach,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,14,-3,1,-5,-1,-38,5,-29,-2,0.0
pikachu,rosalina & luma,5,1,6,0.8333333333333334,Pikachu,Rosalina & Luma,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,-3,4,1,1,-1,2,-8,28,-2,0.0
fox,olimar,10,8,18,0.5555555555555556,Fox,Olimar,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,-2,-4,6,3,-3,-24,-9,-11,-3,-8.0
pokemon trainer,villager,6,5,11,0.5454545454545454,Pokemon Trainer,Villager,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,4,2,2,13,-2,6,-9,1,1,-1.0
rosalina & luma,snake,11,4,15,0.7333333333333333,Rosalina & Luma,Snake,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-24,-2,2,6,-1,4,15,-2,3,-2.0
littlemac,wario,4,2,6,0.6666666666666666,Little Mac,Wario,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,-21,-6,4,-10,0,-13,14,-28,1,4.0
corrin,young link,3,2,5,0.6,Corrin,Young Link,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,10,-2,-1,3,-3,-19,-7,14,1,-6.0
fox,rosalina & luma,5,3,8,0.625,Fox,Rosalina & Luma,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,-5,-2,3,9,-2,-22,-1,-7,-3,-7.0
corrin,falco,3,4,7,0.4285714285714285,Corrin,Falco,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,16,1,-1,0,0,1,-2,-3,2,-1.0
diddy kong,olimar,5,3,8,0.625,Diddy Kong,Olimar,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,11,-1,4,-5,-1,-4,-17,-5,-2,-2.0
olimar,sheik,7,4,11,0.6363636363636364,Olimar,Sheik,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,1,-1,-6,4,3,16,11,-20,3,8.0
incineroar,wario,3,6,9,0.3333333333333333,Incineroar,Wario,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,8,-5,-3,-4,0,-4,12,-17,1,3.0
corrin,peach,6,0,6,1.0,Corrin,Peach,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,9,-3,1,-6,-2,-20,-7,-13,2,-3.0
olimar,pikachu,5,1,6,0.8333333333333334,Olimar,Pikachu,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,0,-2,-4,5,2,0,16,-24,2,1.0
diddy kong,lucario,10,3,13,0.7692307692307693,Diddy Kong,Lucario,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,-2,-1,0,-3,1,15,-6,2,0,0.0
joker,olimar,6,12,18,0.3333333333333333,Joker,Olimar,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,14,1,3,-4,-2,-10,-17,27,0,-2.0
diddy kong,jigglypuff,3,2,5,0.6,Diddy Kong,Jigglypuff,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,22,2,4,-5,3,14,4,-46,0,3.0
peach,pikachu,6,4,10,0.6,Peach,Pikachu,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,10,-2,-3,13,1,4,9,-2,1,-4.0
fox,littlemac,6,1,7,0.8571428571428571,Fox,Little Mac,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,-10,2,0,10,1,5,-9,-1,-1,-9.0
ryu,zero suit samus,6,4,10,0.6,Ryu,Zero Suit Samus,60,103,4,3,35,3,128,9,2,1,3.0,5700,6.981,53.04,5.48595,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,23,-5,-5,9,1,3,-8,-25,-2,-1.0
diddy kong,diddy kong,2,5,7,0.2857142857142857,Diddy Kong,Diddy Kong,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,0,0,0,0,0,0,0,0,0,0.0
littlemac,villager,1,4,5,0.2,Little Mac,Villager,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-5,-4,5,4,-4,-10,5,-33,0,4.0
